테스트,Test
겨우 붙잡았네! 같이 좀 가면 안 돼?,
한심할 만큼 움직임이 굼뜨시군요.&n제가 아는 기자들은 이렇게 무르지 않았습니다만.,
"으윽 까, 깜짝이야!",
"부탁컨대, 놀이를 하는 기분으로 오셨다면, 해변을 추천해 드리지요.",
"누, 누가 놀러 왔대?! 누가 봐도 난 제대로 진행하고 있거든?! &n바로 녹화 진행할 거니까, 너나 사고나 치지 말라고.",
저는 미리 가서 기다리고 있겠습니다.&n괜한 문제를 일으켜 절 곤란하게 만들지 마시길.,
치. 괜히 무게 잡기는... 흥!,
음음. 그럼 시작해 볼까?&n여긴 스프리건 기자입니다. 저는 지금 리오보로스의 금고의 입구에 서있는데요.,
"보시는 것처럼, 이곳에는 수많은 바이오 로이드들이 모여 있습니다. &n무슨 사연이 있는 걸까요?",
곧장 인터뷰를 시도해 보겠습니다.,
"네! 안녕하세요? 오르카 TV의 스프리건입니다. 저, 저기 잠깐만요!",
간단하게 소개 부탁드려도 될까요?,
에? 뭐야? 이거? 아! 행사장에서 말하는 거랑 비슷한 거구나!&n뉴 트리아이나 대장이 마스코트로 임명한 마스코트 더치걸 요정입니다...,
응? 마스코트? 설마 여기서 장시간 서있는 가혹한 노동을 당하고 있는 겁니까?,
그런 거 아니야~. 그냥 여기서 뉴 트리아이나 대장이 놀고 있으면 된다고 했는데?,
아! 소시지 시간이야! 그럼 난 가 봐야 해!,
카메라?! 잘 찍고 있나요? 네! 취재를 완강하게 거부하는 모습입니다.&n가엾은 노동자 더치걸에게 대체 무슨 일이 있었던 것일까요?!,
"가혹한 환경이지만 정의와 진실을 쫓는 스프리건, 취재를 계속하겠습니다!&n거기! 금발 해군 아가씨! 시간 좀 내줄래요?",
오옷?! 네리를 찾은 거야?,
바보 네리가 또 뭐라는 거야? 금발이면 당연히 날 부른 거잖아.,
호라이즌 부대처럼 보이는데... 여기서 뭘 하고 있는 거죠?,
우훗~! 좋은 질문이에요.,
"흠! 흠! 사령관 님? 듣고 계시나요? 지금 운디네 엄청 노력하고 있어요!&n제가 세이렌 부함장보다 더 어마어마한 목걸이를 준비해 드릴 테니까, 사령관님은...",
으엥? 뭐라구? 여기 특제 소시지 구하러 온 거 아니었어?,
실망이야 운디네.,
얘는 자꾸 뭐라는 거야?!&n얼른 따라와 네리. 목걸이를 구하는 게 먼저니까. 소시지는... 다음에.,
그럼... 기대하세요 사령관님~. 후훗~!,
충격!! 귀금속에 눈이 멀어버린 해군! 사령관에게 금품을 상납해 자기의 이익을...&n에... 어떤 이익인지는 밝혀지지 않았습니다만... 어쨌든 이익을 도모하고 있습니다!,
"어어? 저, 저기요?!",
거기 기다리세요! 인터뷰가 아직 끝나지 않았어요!&n이건 놀이가 아니라... 오르카에 잔류한 인원들에게 금고의 잔혹한 실상을...,
어머~. 이게 누구야. &n내가 카메라 좋아하는 건 어떻게 알고 여기 온 거야?,
해... 해적?!!,
무식하긴... 단순한 해적이 아니라 버카니어야. &n어때? 예쁘지? 옷 죽이지?,
"뭐, 그건 그렇고. 무슨 취재를 나온 거야?",
네. 가혹한 노동에 시달리고 있는 자매들의 진실을...,
가혹한 건 사령관과 메이 대장이야! 사령관은 찾아오지도 않고!&n메이 대장에게 쫓겨서 여기서 동전이나 줍고 있다고!,
해적?! 리얼 해적이 리얼 존재했군요! &n아무래도 이 해적은 현상금이 걸려서 이곳으로 피난을 한 모 양...,
[c][57e137]빵!!!!![-][/c],
히이익!!,
무슨 짓이야?! 총은 왜 쏘고 그래?!,
"헤헤. 그야, 기자님이 내 귀염둥이를 밟고 있으니까 그러지.&n이리 온~. 금화야.",
으음~! 이쁜 것. 묵직하기도 해라...&n기자님도 그렇게 앞만 보고 다니니까. 이런 귀한 걸 놓치는 거야.,
"... 아, 그보다... 혹시 그 영상 사령관한테 보여주는 거지?&n혹시... 좀 더 화끈한 거 찍고 싶어? 마음 있으면 이쪽으로... 좀 깊은 곳으로 와보라고.",
"맙소사!&n금고엔 영양실조 광산 노동자에, 음란한 해적까지 출몰하고 있습니다.",
브라우니는 광산에 갔네!,
당나귀를 타고서!,
이번엔 음주인가요?! 병사들의 일탈 장면이 보이고 있습니다.&n너무나도 가혹한 노역에 일탈을 할 수밖에 없었던 걸까요?,
헤헤... 리포터 언니?,
리포터 언니? 설마 저 말인가요?,
누가 더 있겠슴까... 딸꾹,
기뻐요! 여기 도착해서 처음으로 리포터 대접을 받았어요.&n소개 부탁드려도 될까요??,
"저는 브라우니 2,056... 이지 말임다...",
나이트 앤젤 대령님에게서 도망친 지도 3일째....&n이제 숨어 지내는 건 지쳤슴다... 해변으로... 오르카로 돌아가고싶슴다...,
"도망쳤다니, 설마... 탈영인가요?",
흑... 탈영은 아니에요! 저희는 그저...,
"그저, 납작한 대령님을 피해 다니는 거지 말입니다.",
... 힝힝...,
브라우니가 하는 말 들었어요? 제대로 찍혔겠죠?!&n탈영병들의 도피처.... 여긴 정말 희망이 없는 걸 까요?,
흥미로운 의견 잘 들었습니다.&n이제서야 기자다운 모습이 보이기 시작하는군요.,
"당신. 먼저 가 있는다고 하셨는데, 여긴 왜 돌아왔죠?",
내부로 진입하기 위해서는 형제가 남긴 꼭두각시들을 상대해야 할 겁니다.,
"사령관 각하의 명령대로, 기자님이 벌집이 되는 상황만은 피할 수 있도록 도와드리겠습니다.&n그러니 부탁드립니다. 제게서 떨어지지 마십시오.",
그러니까... 도와주겠다는 말이죠?&n좋아요! 저도 군인 출신이라구요. 실력엔 자신 있다구요.,
... 과연... 그런 무기를 들고도 자신할 수 있는 실력. &n기대가 되는군요. 그럼... 한 번... 형제를 위한 진혼곡을 화약으로 울려 봅시다!,
여긴 스프리건 기자입니다.,
노련한 트레저 헌터들의 활약으로 전투는 성공적으로 마무리되었습니다.&n자세한 조사를 위해 금고 내부로 들어가 보겠습니다.,
그런데... 여긴 대체 뭘 하던 곳이죠? 분위기가....,
"여기, 여길 좀 찍어주세요! 이 거대한 장치들은 금방이라도 작동할 것 같습니다.",
"이곳에는 격렬했던 전투의 흔적이 남아있습니다. 그리고,&n로봇의 잔해를 곳곳에서 확인할 수 있습니다.",
"거, 거기! 로크 씨! 굴이 무너지겠어요! 조심하세요!",
"심장 박동 수의 증가, 동공의 흔들림. 생체가 흔히 공포를 표현하는 방식이군요.&n하지만, 스프리건이라고 했나요? 지금은 잠시만 기다려 주십시오.",
조금 집중해야 할 신호가 있으니 말입니다.,
에... 음... 일단은 알았어.&n잠시만 조용히 하고 있으면 되는 거야? 조금 있으면 대답해 줄 거지?,
그 부분은 약속드리겠습니다.,
... 이 부서진 부품...,
확실해. 너와 같은 모델이네?&n그런데 어째서 이런 꼴로...,
대체 여기서 무슨 일이 있었어?,
아아.,
날 찾고 있었나 보군... 형제...,
... 응... 그러니까 ...,
로크? 송신기라면 여기 있어. 그런데... 이미 망가져 있는데?,
"무, 무서워. 로크, 지금 중요한 게 고장 난 거 아냐? 머리 괜찮아?",
하하. 반박할만한 여지가 없군요.&n아마 정비 단계에서 사소한 실수가 있었겠지요.,
복귀하는 대로 정밀검사를 요청해야겠습니다.,
"스프리건, 당신은 기자라고 했었지요?",
이곳에서 볼일은 끝났습니다. 오르카로 복귀합니다.,
으으.. 불안해... 고장 난 AGS랑 돌아가야 된다니...,
응? 그런데... 이건...,
저기 잠깐만! 로크? 이거 놔두고 갔어. 이거 술이지?&n귀한 거 아냐? 만드는 데 시간도 걸리고... 이젠 구하기도 힘들다고 들었는데...,
"... 사령관 각하 휘하의 바이오로이드들은 존중이나 감정, 애도 같은 이야기를 하더군요.",
그게 무슨... 설마... 이건...,
오해하지 마시기 바랍니다. 제게 감정이 남아 있어서 이런 행동을 한 건 아닙니다.,
"다만... 새로운 임무를 수행하기로 한 이상, 약간의 의식이 있는 건 괜찮지 않을까 생각했을 뿐입니다.&n바이오로이드 식으로 말하면...",
아! 그래... 과거와의 결별이 어울리겠군요. &n그리고 안타까운... 감성적인 말이 아니라... 사실 그대로 말입니다. 제 형제에 대한 애도이기도 하고요.,
어쩌면... 이걸로 온전한 오르카의 로크가 된 기분이 드는군요.,
기분? 지금 기분이라고 한 거야?,
죄송합니다. 논리 회로가 약간의 오류를 일으켰습니다. &n기분이 아니라 음... 뭐 아무래도 좋지 않겠습니까?,
흐응... 포츈 언니 말이 로봇이라고 다 같지는 않다더니...,
다양성은 조직의 구성에 큰 도움이 되지요.&n물론 이성을 갖춘 다양성에 한해서입니다만...,
제가 오르카의 로크가 된 이상 제겐 아마 앞으로 많은 일이 있을 겁니다.,
"다만, 나중에는 제가 이렇게 '이야기'해 드릴 수 있기를 바랍니다.",
오늘의 모든 날을 거쳐서 제가 완성되어 왔고 많은 것을 배울 수 있었다고.,
한여름의 명멸하는 불꽃처럼 끝없이 태운 후에 즐거웠노라고 말입니다.,
즐거움에 대해서 배울 수 있을지는 확실치 않습니다만.,
제가 말이 많았군요. &n흠... 오르카의 공학자와 기술자들이 제 회로에 쓸데없는 기능을 넣은 모양입니다.,
이만 가시지요. 사령관 각하께서 기다리실 테니...,
어어? 자 잠깐! 어째서 그렇게 빨리 가는 거야!,
기다려!! 아직 취재가 안 끝났다고!!!,
홀로 남겨진 촬영 담당자,
아! 잘 잤다...,
뭐야. 둘 다 재미없는 이야기만 잔뜩 하니까 내가 잠들 수밖에... 어...?,
여보세요?,
"자, 잠깐!!! 아무도 없어요?&n리포터 스프리건? 까마귀야?",
뭐야! 뭐야! 설마 촬영 감독으로 임명하고 날 버리고 간 거야?,
칫... 좋아!,
뭐... 아무래도 좋은가? &n여기서 나가는 것도 좋은 모험이 될 테니까. 덤으로 이왕 마이크도 있는 김에 방송인으로 거듭나 보는 거야.,
아아! 마이크 테스트. 모두 새로운 탐험대원을 모집합니다!!!!&n목소리가 들리시는 분은 미궁 안쪽의 코어 부분으로 모두 오시기 바랍니다!,
자!!! 모두들 모여 보라고! 네오 뉴 트리아이나 촬영 감독의 새로운 모험이니까!,
어둠의 미궁에서 탈출하는 모험이야!,
"오...? 타, 탈출 말입니까?",
혹시 오르카로 복귀하는 다른 통로도 알고계심까?,
"다른 통로? 헤헷! 지금은 모르지만, 같이 찾아보면 분명 길을 찾을 수 있을 거야.",
모두들 듣고 있지? 자! 모두 모이라고!,
함께 떠나자! 분명히 즐거울 거야!,
행복에 빠진 리리스,
하치코도 만져볼래요!,
절대 안 돼요.,
헤에...?,
그렇게 쳐다봐도 소용없어요.,
주인님께서 선물해 주신 걸 달라고요? 절대 안 돼요.,
정말 안돼요?,
절대. 절대 안 돼요.,
... 한참 찾았어요. 언니.,
"이런 곳에 숨어서, 대체 뭘 하고 계셨던 거죠?",
야옹~. 후후훗... &n우리 페로가 여긴 무슨 볼일이 있어 찾아왔을까?,
언니는 우리 귀여운 하치코와 놀아주고 있었죠.,
... 그러는 페로는... 용건이 뭐죠?,
휴... 정말...,
주인님이 분실하신 '키카드' 언니가 가지고 계시죠?,
"주인님이 찾고 계셔요, 돌려주세요.",
어머? 페로가 말한 게 설마 이건 가요?,
"뭔가 오해하고 있는 것 같은데, 이건 주인님께서 제게 주신 선물이에요.",
... 무심하게...&n주인님만의 방식으로... 은밀하고... 로맨틱하게...,
"아니요, 실수로 땅에 떨어뜨리신 겁니다. 분실물이란 말이죠.",
거짓말.,
"네... 좋아요. 그러면 이렇게 하는 건 어때요?&n카드는 제게 돌려주시고, 대신 이걸 가져가시는 겁니다.",
응? 그건...,
주인님께서 언니에게 그것 대신 전해 주라 하셨어요.&n... 무심하게. 말이죠.,
진짜야? 주인님 선물이야?&n언니는 좋겠다...,
페로. 페로? 하치코꺼는 없어?,
미안. 없어.,
... 헤에...,
주인님은 분명 하치코한테 더 좋은 걸 주실 거야.&n그치? 페로?,
... 그래. 조금만 기다려 보자.,
아아... 그랬군요... 이해했어요...,
주인님의 이런 서툰 모습 너무 좋아.&n솔직하게 고백하셔도 되는데. 그건 아직 힘드신 걸까요?,
뭘 상상하고 계신지는 모르겠지만. 이 카드는 제가 주인님께 돌려 드릴게요.,
... 언니?! 키 카드에 향수는 대체 왜...?,
아... 아녜요 아무것도... 모두 업무에 집중해 주세요.&n전 이만...,
리리스 언니?,
후후... 절대 안 돼요.,
이거예요! 이게 바로 진정한 사랑의 증표군요!,
그렇지 않나요? 음흉한 요리사님?,
사실인가요? 당신 손에 그것. 주인님이 주셨다고요?,
아-. 헤프게 자랑할 생각은 없었는데. 일이 이렇게 되어버리네요.,
네! 맞아요. 주인님께서 제게 주신 선물이에요.&n제가 주인님의 것이라는 증표에요.,
상심에 빠진 소완,
소완씨? 주방이 며칠째 엉망이에요...,
소완씨?,
아아... 이러면 안 되는데...,
주인님... 어찌하여 그런 하찮은 계집에게...,
소완? 혹시 듣고 계세요?,
... 무슨일이죠?,
여태 소완씨의 통신기가 꺼져 있더군요.&n혹시 장비에 문제가 생겼다면 담당자를 찾아주세요.,
"제가 몇 가지 여쭤볼 게 있어요, 이번 연회와 관련해서...",
아아... 그건 걱정하실 필요 없사옵니다.,
그렇다면 다행이네요...,
"... 그런데, 소완씨? 찾아뵙기도 어렵고, 안색이 너무 어둡네요...",
"혹시, 무슨 문제가 있나요?",
... 급히 해야 할 일이 생겨... 이만 실례하겠사옵니다.,
소완씨? 잠깐만요.,
저와 이야기를...,
주인님...,
어쩐 일로 저를 찾으시는지...,
휴... 정말 몰라서 물어보는 거예요?,
바닐라? 소완씨 이야기를 먼저 들어보기로 언니랑 약속했잖니.,
저... 소식은 들었어요 소완씨.,
"맡고 계신 구역에서 사고가 많이 발생한다던데,&n무슨 문제가 있나 해서요. 저희가 도울 수 있는 일이라면...",
소완씨? 이 문서들 보이세요?,
